time,hb,accel,capacitorDisconnect
12:00,90,11,0
12:01,94,75,0
12:02,90,43,0
12:03,91,43,0
12:04,92,11,0
12:05,89,11,0
12:06,92,43,0
12:07,93,11,0
12:08,90,11,0
12:09,90,43,0
12:10,92,43,0
12:11,94,43,0
12:12,92,11,0
12:13,88,11,0
12:14,90,11,0
12:15,91,11,0
12:16,90,11,0
12:17,97,139,0
12:18,106,95,0
12:19,100,137,0
12:20,98,122,0
12:21,100,121,0
12:22,99,75,0
12:23,101,120,0
12:24,95,8,0
12:25,94,8,0
12:26,98,59,0
12:27,96,203,0
12:28,102,248,0
12:29,98,251,0
12:30,100,20,0
12:31,91,0,0
12:32,89,0,0
12:33,88,0,0
12:34,90,0,0
12:35,92,0,0
12:36,97,223,0
12:37,97,52,0
12:38,86,0,0
12:39,95,253,0
12:40,99,187,0
12:41,90,11,0
12:42,97,11,0
12:43,111,75,0
12:44,102,187,0
12:45,99,203,0
12:46,96,251,0
12:47,97,251,0
12:48,99,244,0
12:49,87,0,0
12:50,84,0,0
12:51,82,0,0
12:52,80,0,0
12:53,82,29,0
12:54,100,251,0
12:55,95,43,0
12:56,91,52,0
12:57,81,0,0
12:58,80,0,0
12:59,79,0,0
13:00,82,29,0
13:01,88,20,0
13:02,90,189,0
13:03,97,91,0
13:04,98,235,0
13:05,96,251,0
13:06,92,89,0
13:07,85,9,0
13:08,89,9,0
13:09,90,9,0
13:10,91,9,0
13:11,93,155,0
13:12,102,244,0
13:13,88,0,0
13:14,91,30,0
13:15,93,6,0
13:16,89,2,0
13:17,92,2,0
13:18,92,2,0
13:19,90,2,0
13:20,87,2,0
13:21,87,2,0
13:22,90,2,0
13:23,89,2,0
13:24,85,2,0
13:25,87,2,0
13:26,87,2,0
13:27,90,14,0
13:28,83,10,0
13:29,87,6,0
13:30,89,14,0
13:31,94,20,0
13:32,87,0,0
13:33,81,0,0
13:34,82,0,0
13:35,81,0,0
13:36,81,0,0
13:37,85,0,0
13:38,80,0,0
13:39,80,0,0
13:40,76,0,0
13:41,79,0,0
13:42,76,0,0
13:43,80,0,0
13:44,92,0,0
13:45,84,0,0
13:46,80,0,0
13:47,81,0,0
13:48,81,0,0
13:49,76,0,0
13:50,79,0,0
13:51,80,0,0
13:52,75,0,0
13:53,74,0,0
13:54,75,0,0
13:55,74,0,0
13:56,73,0,0
13:57,77,0,0
13:58,73,0,0
13:59,74,0,0
14:00,74,0,0
14:01,78,0,0
14:02,72,0,0
14:03,72,0,0
14:04,72,0,0
14:05,72,0,0
14:06,75,0,0
14:07,73,0,0
14:08,76,0,0
14:09,73,0,0
14:10,73,0,0
14:11,74,0,0
14:12,73,0,0
14:13,74,0,0
14:14,73,0,0
14:15,73,0,0
14:16,73,0,0
14:17,73,0,0
14:18,73,0,0
14:19,72,0,0
14:20,74,0,0
14:21,73,0,0
14:22,72,0,0
14:23,74,0,0
14:24,73,0,0
14:25,71,0,0
14:26,72,0,0
14:27,72,0,0
14:28,72,0,0
14:29,74,0,0
14:30,91,0,0
14:31,95,0,0
14:32,87,30,0
14:33,85,10,0
14:34,86,10,0
14:35,79,10,0
14:36,85,10,0
14:37,75,10,0
14:38,74,6,0
14:39,93,78,0
14:40,91,79,0
14:41,122,11,0
14:42,130,11,0
14:43,115,121,0
14:44,110,164,0
14:45,99,47,0
14:46,103,20,0
14:47,99,4,0
14:48,95,12,0
14:49,94,91,0
14:50,92,20,0
14:51,95,0,0
14:52,96,0,0
14:53,99,47,0
14:54,97,11,0
14:55,94,11,0
14:56,94,20,0
14:57,108,207,0
14:58,109,75,0
14:59,115,43,0
15:00,116,171,0
15:01,113,20,0
15:02,101,0,0
15:03,93,0,0
15:04,97,0,0
15:05,100,127,0
15:06,100,56,0
15:07,92,8,0
15:08,94,40,0
15:09,95,8,0
15:10,93,8,0
15:11,94,40,0
15:12,106,123,0
15:13,109,185,0
15:14,101,132,0
15:15,104,253,0
15:16,105,249,0
15:17,95,152,0
15:18,93,152,0
15:19,96,89,0
15:20,98,104,0
15:21,96,104,0
15:22,95,8,0
15:23,93,8,0
15:24,93,4,0
15:25,94,36,0
15:26,94,4,0
15:27,96,36,0
15:28,97,127,0
15:29,107,164,0
15:30,96,0,0
15:31,94,0,0
15:32,93,4,0
15:33,96,4,0
15:34,95,12,0
15:35,95,12,0
15:36,100,107,0
15:37,103,89,0
15:38,92,9,0
15:39,95,9,0
15:40,94,9,0
15:41,93,9,0
15:42,94,9,0
15:43,98,9,0
15:44,96,73,0
